Brand Name,OS,RAM Type,RAM Size,Processor,Warranty,Disk Type,Disk Size,Price
ASUS,Windows,DDR4,8,Intel,1,HDD,1024,31990
Lenovo,Windows,DDR4,8,Intel,2,SSD,256,38980
HP,Windows,DDR4,8,AMD,1,SSD,512,68991
DELL,Windows,DDR4,8,Intel,1,SSD,256,43091
Lenovo,Windows,DDR4,8,Intel,2,SSD,512,39990
RedmiBook,Windows,DDR4,8,Intel,1,SSD,512,39990
ASUS,Windows,DDR4,16,AMD,1,SSD,1024,154991
ASUS,Windows,DDR4,8,Intel,1,SSD,512,65990
ASUS,Windows,DDR5,16,AMD,1,SSD,1024,196991
Lenovo,Windows,DDR4,8,AMD,2,SSD,512,38706
DELL,Windows,DDR4,8,Intel,1,SSD,512,49349
DELL,Windows,DDR5,16,Intel,1,SSD,512,221775
Lenovo,Windows,DDR4,8,AMD,1,SSD,512,73991
DELL,Windows,DDR4,16,AMD,1,SSD,512,77990
ASUS,Windows,DDR4,16,AMD,1,SSD,1024,85991
Lenovo,Windows,DDR4,8,AMD,2,SSD,512,35591
DELL,Windows,DDR4,16,Intel,1,SSD,1024,214791
DELL,Windows,DDR4,16,Intel,1,SSD,512,199991
ASUS,Windows,DDR4,16,AMD,1,SSD,1024,150991
Lenovo,Windows,DDR4,8,Intel,2,SSD,256,36991
DELL,Windows,DDR4,8,Intel,1,SSD,512,48077
DELL,Windows,DDR4,8,AMD,1,SSD,512,52415
ASUS,Windows,DDR5,16,Intel,1,SSD,1024,179990
ASUS,Others,Others,4,Intel,1,SSD,128,25991
Lenovo,Windows,DDR4,8,Intel,2,SSD,256,36991
Lenovo,Windows,DDR4,8,Intel,2,SSD,512,39990
DELL,Windows,DDR4,16,Intel,1,SSD,512,80616
ASUS,Windows,DDR5,16,AMD,1,SSD,1024,155990
RedmiBook,Windows,DDR4,8,Intel,1,SSD,512,39990
ASUS,Windows,DDR5,16,AMD,1,SSD,1024,196991
Infinix,Windows,Others,16,Intel,1,SSD,512,49990
Lenovo,Windows,DDR4,16,Intel,2,SSD,1024,157990
ASUS,Windows,DDR5,16,Intel,1,SSD,512,92990
ASUS,Windows,DDR5,16,AMD,1,SSD,1024,171990
Lenovo,Windows,DDR4,8,AMD,2,SSD,512,38706
ASUS,Windows,DDR4,16,AMD,1,SSD,1024,85991
ASUS,Windows,DDR4,8,Intel,1,HDD,1024,44990
ASUS,Windows,Others,16,AMD,1,SSD,1024,151990
Lenovo,Windows,DDR4,8,AMD,2,SSD,512,35591
ASUS,Windows,DDR4,16,AMD,1,SSD,1024,150991
ASUS,Windows,Others,16,Intel,2,SSD,1024,233991
DELL,Windows,DDR5,16,Intel,1,SSD,512,76591
HP,Windows,DDR4,16,AMD,1,SSD,512,90001
ASUS,Others,Others,4,Intel,1,SSD,128,23491
Lenovo,Windows,DDR4,8,AMD,1,SSD,512,73491
ASUS,Windows,DDR5,16,AMD,1,SSD,1024,194990
ASUS,Windows,Others,16,Intel,1,SSD,512,125991
Lenovo,Windows,DDR4,8,Intel,1,HDD,1024,50991
